sample_name,ACO1,ADAR,ADIPOQ,AGPAT2,ALDOC,ANG,ANGPT1,ANXA1,AP1M2,APOB,APOD,ARF1,ATP6V0B,ATP8B4,BANK1,BIRC5,BLNK,BST1,BST2,BTBD6,BTNL9,C1QA,C6,C6orf120,CACNB3,CALM1,CALML5,CANT1,CAT,CAV1,CCL2,CCL8,CD14,CD24,CD300LG,CD34,CD36,CDC20,CDH1,CEACAM6,CEBPA,CEBPD,CFB,CFD,CFH,CH25H,CLEC10A,CLEC2B,CLU,COL1A2,COLEC12,CTPS1,CTSD,CTSG,CXADR,CXCL10,CXCL11,CXCL12,CXCL14,CXCL9,CYSTM1,DCTN6,DEFB132,DENND1B,DGAT1,DLG5,DOCK11,DSP,DTX1,DTX3L,DUSP1,DUSP6,EDNRB,EGR1,EIF2B3,EIF4E3,EPS8,ERAP1,EVL,EZH2,EZR,F13A1,FABP5,FANCL,FBN1,FBXL16,FBXL5,FBXO17,FCGR2B,FGF2,FGL2,FLNB,FN1,FOS,FOXO1,FTL,FYN,FZD5,GATA3,GHR,GMFG,GNS,GPAM,GPR183,GPX1,GRP,HBB,HEBP2,HELLS,HES1,HOXA7,HP,HSPA2,ICAM2,IFI6,IL17D,IL17RB,IL33,IL6,INHBA,IRF6,IRF7,IRS2,ISG15,ISG20,ITGA1,ITM2A,JAM2,JUN,JUP,KCNJ8,KIF11,KIF15,KIF20A,KIF23,KIF4A,KLHL5,KPNA2,LAIR1,LAMA5,LEP,LGALS1,LGMN,LILRB5,LMNB1,LPCAT1,LTF,LY96,MAOA,MAPK10,MAPK13,MDK,MGST1,MICB,MIF,MME,MMP1,MMP28,MMP3,MMP9,MPEG1,MRC1,MTHFD1,MUC1,MX1,MYB,MYO1C,NDN,NFIL3,NMB,NPY5R,NR1H3,NUP210,OPTN,PDP2,PGM1,PIAS3,PIK3CA,PIK3R3,PJA1,PKM,PLA2G2A,PLK2,POLR2E,POLR2H,POLR2L,POLR3GL,PPARG,PPP2R1B,PRDX6,PREX1,PRLR,PROS1,PTGDS,PTGER4,PTGS2,PYCARD,PYGL,RACGAP1,RAP1GAP2,RARRES2,RARRES3,RASGRP1,RFTN1,RGCC,RHOH,RNASE4,RNF125,RPS24,RPS6KA1,S100A14,S100A7,S100B,S100P,S1PR1,SCRIB,SDC1,SDC4,SDCBP,SERPINA3,SERPING1,SFN,SFRP1,SH3KBP1,SH3RF1,SLC39A6,SLIT2,SOD2,SOX11,SOX4,SPHK1,STAT5A,SVIP,TAP1,TF,TGFBR2,TLR3,TMEM126A,TNFRSF21,TPD52,TRIM11,TRIM45,TRPM4,TSLP,TTLL12,TUBA4A,TUBB2A,TUBB6,TWIST1,TXNIP,UBE2C,UBE2E2,UBE2E3,UBE2S,VAMP3,VAMP8,VAV3,VIM,VSIG4,VTCN1,WASF3,XG,ZBTB16
GSM1045191,6.697765,9.719198,11.876584,8.60498,8.414169,7.941133,6.5642,9.817748,5.556355,3.744236,12.692512,6.092818,7.969833,3.875992,5.092461,5.020987,5.236619,5.37966,7.860252,9.70185,6.548936,8.331878,6.079441,7.873989,5.401076,5.782791,4.017619,6.431471,8.524533,11.435623,7.522715,8.628016,9.070189,7.747443,5.298893,6.13276,9.570643,4.115221,5.994266,5.400214,9.30175,8.235638,5.875372,14.142247,8.855684,5.069893,5.894992,5.555136,8.872059,9.724916,7.386655,4.725368,7.580458,6.135872,4.63001,4.898149,2.612814,8.692766,9.003476,6.216688,9.449259,8.0118,8.357489,4.535944,7.700391,6.45008,8.176558,7.34882,6.08296,7.772587,7.501758,8.623506,6.978452,10.20674,7.824026,6.647043,9.02054,6.073895,6.706219,4.339037,5.799768,9.37313,9.926927,6.960286,9.443282,4.139581,9.349612,5.516845,6.085016,7.120249,7.562663,7.674695,7.120788,9.241674,7.301741,12.74667,6.593592,5.298735,7.856321,10.274734,7.93798,8.152319,11.131842,4.955473,12.387139,4.028569,9.822887,8.657532,2.961852,6.228571,6.884178,6.116463,6.811801,7.614307,9.580624,4.910015,5.53869,6.037626,5.807123,4.699147,4.286909,6.227596,10.125235,8.608961,6.710345,6.01771,8.535597,6.737205,8.739957,7.192842,7.590292,2.71405,3.335379,4.482349,3.20275,3.662388,6.072575,7.312679,6.201863,5.681024,12.079228,12.684101,9.59899,4.767207,4.259813,5.968302,9.050471,6.653159,10.069494,5.356205,4.704739,5.18845,8.652159,5.413113,9.561714,8.328684,3.132982,6.256132,4.257027,5.05645,7.399067,9.40966,9.063218,7.158873,6.939,4.076484,9.029359,9.72971,7.942346,8.78447,4.937772,7.559503,4.513264,8.692991,5.720892,10.358129,6.107579,5.668939,5.368113,9.125018,5.870443,6.080006,7.040134,8.473159,7.958675,8.532152,8.934395,9.124446,7.479209,11.504401,6.427861,4.169347,7.412937,6.87205,6.126986,4.085553,7.631087,10.023459,5.513494,4.135874,11.772226,6.691742,4.834277,5.85332,6.785202,4.696161,8.941919,5.599383,8.372043,5.511974,4.927402,3.074867,5.882043,5.073908,6.216133,6.691972,5.103421,7.789758,10.41998,9.29049,9.806218,6.797539,8.212325,8.751718,6.970426,7.519046,8.137674,9.288465,3.610599,6.020647,5.240195,7.981321,5.490574,7.131027,6.90191,6.877598,4.876638,7.952769,6.477532,5.52209,4.23033,4.930487,4.739855,4.69716,6.201621,6.692664,11.299164,10.282072,11.293507,11.390193,5.762288,8.306131,8.086589,4.445544,8.155041,7.942988,4.577871,10.001357,7.563904,6.866327,9.021858,4.89777,8.081731
GSM1045192,5.872591,9.678302,7.153605,6.503194,4.581926,4.814703,3.905613,7.074081,5.120402,3.504122,6.747318,5.646816,8.423398,3.14779,3.865272,5.306103,5.595045,4.854117,7.73976,7.576371,5.476521,8.434329,4.053508,5.558054,5.677377,5.922822,4.102023,5.947769,7.108469,8.345863,5.806992,5.206703,7.071956,5.040879,4.948533,6.191293,9.138261,4.983372,3.633285,4.641382,7.390315,6.229825,5.743448,10.112361,5.749835,5.009321,5.046418,6.150528,4.680555,11.920659,6.404261,4.858471,8.806073,6.269521,4.898464,4.780085,2.634735,8.331071,7.550896,7.786132,8.6588,6.945578,3.296474,4.496711,5.50903,5.285063,5.667897,4.583266,5.491515,7.957737,7.876908,7.409193,4.784534,9.220906,6.771019,4.446082,5.853488,4.870039,6.902763,4.929323,5.948023,6.533881,11.574881,5.365024,6.632032,4.614759,6.924984,5.693602,5.685297,4.140933,6.034176,7.232041,8.349236,6.04363,5.736348,13.700957,5.464077,3.706523,4.400473,3.860969,9.436634,7.004034,5.648319,6.867377,11.619399,4.308008,6.330974,6.820609,3.442329,4.948369,5.922006,6.106884,3.751913,5.578715,8.23005,4.177258,5.631659,3.064384,5.908773,4.70386,3.863216,4.582562,6.283494,8.305457,5.539647,3.876514,6.168719,4.511988,7.785391,5.386508,5.949443,3.722683,3.559737,5.473407,3.493039,4.502937,4.181562,7.598824,6.35595,5.568389,5.787285,11.285507,9.024189,3.959646,5.079831,7.008034,4.867991,8.008749,4.695586,4.0095,7.734987,6.270123,5.4363,6.659727,8.51677,7.562564,5.946107,4.966869,4.190714,12.587354,6.01755,7.334771,6.632947,5.841716,7.423236,3.479348,7.758649,8.393789,5.344651,6.784578,3.351558,8.464587,5.422959,6.316829,4.019277,7.602528,5.650572,4.049323,4.702428,6.479282,7.160604,5.539749,6.952069,6.273545,8.272782,7.151742,7.695524,5.715063,5.852853,9.853175,5.820572,3.922638,5.513642,6.700513,5.365571,3.069928,8.705632,6.242074,5.978499,4.733037,9.283194,6.078527,5.261266,5.559153,6.900513,4.414912,5.16547,3.971412,7.878089,7.65347,4.902998,3.683289,3.890485,4.521399,4.403795,5.297125,4.95816,6.571046,11.158536,6.353849,7.737076,6.411411,4.122025,7.499549,5.737842,5.173967,5.098444,8.606902,3.95784,6.048561,7.51748,7.601242,4.847117,6.864899,4.818204,6.554453,3.175196,5.724094,5.304467,4.166142,4.375678,4.745991,5.595045,3.073758,5.807022,6.928961,9.917927,9.214005,9.428975,9.829581,6.562398,7.91135,7.63184,4.422642,7.358038,9.970144,4.369697,8.65084,7.693408,4.912463,4.480019,3.334647,4.07888
GSM1045193,4.704279,10.457587,5.392332,6.142293,6.235045,4.186915,3.94606,4.031208,4.889919,3.10663,4.120493,5.75316,4.975679,2.990391,6.628649,5.840283,8.674915,4.296939,6.638186,7.350844,5.106419,5.792274,4.495799,4.904271,5.082674,6.165455,4.155457,5.237945,6.13892,4.816757,4.519608,4.581981,4.336233,7.976682,4.785198,5.218747,3.74646,7.253961,3.884222,4.587302,5.967707,4.134739,5.258735,5.910532,4.08395,3.455669,5.068289,5.276101,7.39501,5.296262,4.816429,5.995541,4.06097,4.881365,4.950659,6.101055,2.74215,5.125342,5.818348,7.260972,6.39067,5.743512,2.95357,4.766417,4.277385,4.471666,6.453544,4.987763,7.308067,8.170509,6.043296,4.999896,3.814992,6.975758,6.381239,4.109932,2.878162,4.140759,6.924813,7.247809,7.36885,5.791668,8.182477,6.955664,4.505984,4.833464,6.849612,4.757511,4.1166,4.436597,4.732964,5.897476,4.94042,3.225278,6.371422,10.832029,5.751942,3.640515,4.790456,2.913247,9.69147,4.267152,4.731407,5.032177,9.225581,3.633865,5.829459,5.853338,4.636028,4.193878,5.187198,5.734708,4.414112,5.864404,6.183878,3.780242,5.629021,2.757348,4.697365,4.780509,3.761936,7.377078,6.530243,9.719233,9.991401,3.437839,6.791749,4.245401,4.571676,6.285691,4.066565,5.088619,6.456334,6.948635,4.233749,5.817735,5.337126,9.839112,5.63104,5.880366,5.684203,7.127417,3.977568,4.175292,6.424434,6.899339,4.59547,6.67952,4.307773,4.159816,4.926919,5.771265,4.132226,6.921534,7.80751,5.330128,4.108243,4.927292,3.723268,7.221644,4.312913,3.640634,5.941661,5.67597,9.702276,4.209691,7.874969,6.140683,3.983577,5.863677,3.33323,5.921523,5.700842,6.081391,4.163848,6.05264,5.024151,4.344858,4.338856,5.86175,6.10255,5.369588,3.862115,5.39774,8.343892,6.475723,7.523264,3.975285,5.000915,9.566184,5.631678,3.890817,3.591745,6.877513,4.68031,3.079844,6.219099,4.997686,7.232175,3.914457,6.622994,5.905687,8.356642,6.546813,4.086915,7.45429,3.173991,4.690192,7.477391,6.363789,5.107664,3.616127,3.04282,4.638771,4.111058,5.019283,4.551098,4.528146,9.362539,5.887003,5.204205,5.893722,3.740194,8.257408,5.034791,4.820086,5.284717,4.838683,4.013856,4.799969,5.006029,7.501134,4.754174,7.510277,4.746406,5.825385,2.83697,6.132043,4.139204,6.609672,4.954981,5.288228,4.711386,2.536309,5.77478,8.271779,7.9522,6.113997,4.688335,9.635323,8.131192,6.620194,5.918055,4.878597,6.282494,8.97108,4.458827,7.124404,5.279563,4.47912,4.514484,3.458176,4.305987
GSM1045194,4.65054,9.122421,5.247072,6.581231,6.079837,5.460042,4.049906,6.10209,6.759978,2.911336,10.480247,6.109073,6.98107,2.710852,4.178288,4.655123,4.519967,4.176483,6.691327,7.1296,5.724687,5.859545,4.037054,4.857066,5.707368,6.338963,4.994803,6.209085,6.697041,6.973511,5.24816,4.713719,5.989155,9.1754,4.723765,5.123441,7.06432,5.081718,6.54969,4.459963,6.003971,7.220704,5.351327,10.00418,5.152338,4.122576,5.240251,5.266938,6.827116,7.540045,4.931116,4.856684,5.502737,5.052039,5.881393,4.396297,2.936221,6.979433,6.977624,5.185971,8.475421,7.312495,3.292748,3.885857,4.817264,8.696843,4.173368,8.814,5.753285,6.111659,6.683089,6.268934,5.366874,7.978042,6.251418,4.598521,6.883202,4.674292,7.539193,4.562704,6.457821,6.875061,8.224122,6.783755,5.414084,4.935647,6.887577,4.711309,3.372265,4.17623,4.961557,8.230931,5.850281,5.26714,5.747785,11.983145,5.221567,3.392298,8.047584,4.025704,8.168455,5.92238,5.06737,3.615068,10.452424,5.519184,6.65771,7.422224,3.407671,6.879372,6.8101,8.973717,6.88595,5.146908,5.433302,4.114035,8.815533,3.389701,4.922398,4.752515,5.067064,6.476614,7.28669,6.953923,7.130015,3.701614,7.403356,5.580741,8.28715,7.209737,6.369514,2.564754,3.390473,4.399537,3.550492,4.049325,4.675391,6.513959,5.250599,7.102225,4.078644,10.479042,5.232431,3.890867,5.21746,4.908516,9.805939,5.58954,5.937784,4.190878,6.478009,6.423919,6.414924,5.217874,9.988599,4.798149,4.91421,4.808284,4.979743,4.837467,4.635834,5.072304,6.383969,7.680634,5.555309,5.487642,7.917977,7.442444,6.629817,6.306819,4.494455,5.952049,4.964619,6.164272,4.255522,7.581012,6.433672,4.092523,5.298894,6.690672,6.860141,6.205069,7.005835,6.389688,8.615174,7.434818,6.98107,3.830456,4.738543,9.951698,6.952114,4.683971,5.254888,6.405153,4.419804,3.174151,7.182055,5.390088,4.969969,5.190772,7.887662,7.08516,4.416633,4.695518,4.328267,5.528115,6.318869,4.03517,8.568542,5.545568,6.490849,3.765967,3.582345,5.977879,4.908865,5.858297,6.027109,7.045341,9.729692,11.115107,7.251207,9.039305,6.668952,6.302311,6.090631,9.0924,4.595893,9.178988,4.217862,7.113616,5.553088,7.285756,5.235713,6.138284,4.738504,5.954997,3.439363,6.061019,4.745453,6.256155,4.770382,5.912944,5.351235,2.899564,6.572406,6.618078,8.630368,7.496269,9.283057,9.295755,6.678973,6.384523,6.636934,4.498002,6.274657,8.636839,5.73322,7.628729,4.990067,7.731202,5.544438,3.338516,5.512143
GSM1045195,8.647494,10.151534,12.136559,9.370264,8.294877,8.182388,6.256205,10.263854,4.763354,4.801098,9.507863,5.287706,7.523303,4.635746,5.219584,4.10409,4.955369,5.26893,8.076418,9.789688,6.599728,8.543984,5.610275,8.215887,5.10103,7.40591,3.803079,6.178697,8.593183,11.54685,8.554096,8.206121,9.479227,6.754223,5.263714,6.768262,9.485647,4.40402,4.76526,4.003551,10.317095,7.528966,5.574557,14.223701,9.557019,4.40402,5.78024,6.096109,8.478074,9.776909,8.182421,4.571482,7.025592,6.423243,3.981708,5.228068,2.566714,9.229506,8.911049,6.873265,9.527914,8.3438,6.843711,4.249614,8.198068,6.475866,7.799113,5.939956,6.312286,7.571817,7.880752,9.093215,6.9423,11.236111,7.987497,6.837103,9.15374,6.349878,6.278225,4.115442,5.369837,8.794493,9.789688,6.674525,9.196846,3.937953,9.268375,5.997728,6.773043,6.893984,8.330311,6.856871,6.950879,10.63722,7.396761,12.957583,7.298755,5.623771,6.211413,10.526874,7.900494,7.981259,11.344489,5.567065,12.22052,3.277658,10.746576,8.598673,2.883634,5.824483,6.453908,7.037642,5.802109,8.563194,9.179172,5.964648,4.884649,6.175707,6.289065,4.169371,3.788083,6.2274,9.950969,7.600861,6.221395,6.853402,9.200192,7.497917,9.478116,7.072935,8.09113,3.055126,3.459596,4.225949,3.021506,3.250386,6.000885,6.82205,6.534454,6.373054,11.891237,12.706795,9.726812,5.25619,4.460941,5.74399,9.480602,7.0476,10.031066,5.752428,4.752744,5.001135,8.480864,5.132874,8.768763,8.087948,3.792096,6.13805,3.879396,6.338374,6.928428,8.977804,9.651571,5.179028,7.484939,3.289744,9.268177,10.143124,7.813637,8.995206,4.632491,7.728395,4.785876,8.59338,5.724337,10.69237,5.796448,5.695367,5.398145,9.236795,5.642775,7.046685,7.204992,9.23005,7.821619,8.674528,8.82134,9.37661,7.656735,11.841036,6.107303,3.516181,7.601157,8.176416,6.31054,4.835408,7.588658,9.815164,5.456449,3.767381,12.028836,6.443146,5.130292,6.047177,7.151262,3.827247,9.049229,6.02214,7.720517,5.333686,3.977439,3.872558,5.930763,4.839788,6.432001,6.77895,4.660885,7.19777,11.029312,8.497551,10.668338,6.206623,8.181754,8.822745,6.936225,6.773249,8.21482,10.132265,3.61894,5.754098,5.639049,8.35087,4.719676,6.972049,7.463235,7.3993,4.869976,8.429625,6.669739,4.259293,4.497325,4.677008,5.135631,4.92422,6.212779,6.875194,11.014816,10.529249,11.617004,10.556486,5.305743,8.433538,8.29146,4.847608,8.498974,7.105619,4.054034,10.257068,7.878502,6.02763,8.935739,6.005618,7.841789
GSM1045196,7.282538,9.646842,11.837879,9.75115,9.426256,8.800447,6.359753,10.476237,4.52012,4.80349,9.796063,5.910173,7.918174,5.208561,5.704139,4.134788,5.683644,5.379482,7.419161,10.671854,6.477285,9.317514,5.21435,8.330255,5.488627,7.078912,3.848621,6.522504,8.330716,11.876218,8.135327,9.148895,9.632829,4.330418,5.295614,7.163461,9.497363,4.63655,3.128361,3.942548,10.338755,7.701516,5.189387,14.435562,9.908566,5.462338,6.964741,6.646291,8.590176,9.831362,8.062294,4.629592,7.763587,6.433523,3.058668,4.987456,2.384951,9.084168,9.360442,5.837107,10.184013,8.629101,10.636102,4.308657,9.54271,6.288551,7.326871,4.14811,6.708183,7.335644,7.395809,8.77786,7.585344,10.163928,8.461008,7.264238,8.871857,6.633882,6.403236,3.765012,5.026529,10.142622,10.301454,6.540295,9.423842,4.190244,9.674546,6.949863,7.112148,7.40001,8.372057,6.540834,7.05112,10.62289,7.325205,13.441874,7.536034,5.852818,5.93313,11.148295,8.156855,8.434404,11.693156,5.069685,13.158793,3.343066,9.527531,8.567131,2.819552,5.855627,7.086846,6.394571,5.772102,8.268023,8.033959,6.400477,4.605058,5.869596,5.752922,3.949433,3.438879,5.506618,9.693584,7.162836,6.001806,6.830139,9.432885,6.559878,8.988813,6.497601,8.49326,2.815329,3.280735,4.754351,2.690544,3.108408,6.554038,7.966834,7.190042,6.200761,12.568281,13.114232,9.646023,6.5266,4.263225,5.683218,4.959376,7.757791,10.338633,6.824215,4.408921,5.101836,8.769749,5.384813,9.354896,8.928625,3.379817,6.819562,3.560598,5.135445,8.117394,9.317186,9.868648,4.737578,6.96071,2.867434,9.534241,10.342659,7.840835,10.119493,6.098453,8.44221,4.544125,9.256062,6.471348,11.277099,6.25548,5.705252,5.542894,9.924742,5.781777,9.209494,7.628996,9.343613,8.231563,10.033325,9.232751,9.053799,7.748514,12.063137,6.504816,3.207099,7.238187,9.869708,5.941078,4.430052,7.946121,11.007972,5.966544,3.906687,12.503374,6.838734,3.846187,6.01351,6.678359,3.560259,9.401517,6.296859,7.476492,5.066082,4.122605,3.533768,6.368343,4.438028,5.970689,7.263074,3.997827,6.569007,10.763747,5.122312,10.32696,5.571993,7.753536,9.066824,6.471732,6.780088,8.268041,8.070185,3.378246,6.019058,5.304251,8.611313,4.450776,6.639533,7.021684,7.235108,5.230372,8.789993,7.35438,3.818453,4.356751,4.775144,4.710626,6.615042,6.288483,6.862359,11.129117,10.725479,10.793253,11.153356,5.686734,9.158232,8.549423,4.726844,8.777373,7.352073,3.69848,10.376463,8.82887,3.852591,9.598782,5.609578,9.044752
GSM1045197,7.32847,9.593111,11.796036,9.549342,9.651163,8.206648,6.368917,10.497496,5.040852,4.032837,10.63082,5.342808,7.974732,5.30958,5.76311,4.489904,4.979182,6.000248,7.59545,10.028301,6.117728,8.285133,4.562627,8.385667,5.427193,7.21846,4.122825,6.3526,8.252434,11.796139,9.847977,7.709734,9.211517,7.586158,5.291128,6.630707,9.14121,4.519019,5.064561,3.642729,10.189545,7.837671,5.390989,13.938623,9.273365,6.816073,6.042365,6.070769,8.489566,9.487328,7.722748,5.405696,7.001608,6.361233,4.520196,4.781139,2.623718,8.999032,9.008662,6.923106,9.75404,8.92353,9.680347,3.933819,8.55412,5.905514,7.032244,5.988155,6.992241,7.109109,7.956746,9.077228,7.208107,10.690759,8.363569,6.956397,8.914785,6.427336,6.045346,4.292901,5.460298,9.321077,10.421,6.400224,8.644401,4.410108,9.521133,6.873058,5.570479,6.633079,7.549761,6.726779,6.807415,10.321997,7.304406,12.99964,7.117818,5.46136,6.456958,10.696433,8.089233,8.306924,11.698576,5.820098,12.885636,4.331131,10.376566,8.273687,2.88902,5.944885,6.790197,6.569645,6.603562,7.626338,7.944818,5.722654,5.155226,6.044622,6.209528,3.852199,3.90887,5.586311,9.991229,6.928814,6.312302,6.624038,8.890462,6.437145,8.832366,6.638428,7.621754,3.079097,3.185775,4.052621,3.532048,4.146814,6.348729,7.494063,7.353783,4.988235,12.413205,12.815537,9.159191,5.05024,4.212302,5.601959,8.271482,7.214944,10.26766,6.289658,5.023839,5.264952,8.727518,4.450304,9.453304,8.981877,3.396443,6.309799,6.578492,5.713739,7.707824,9.041762,9.024782,5.509074,6.784863,3.329363,8.918906,10.268237,9.10755,9.18637,6.125896,7.843571,4.474571,8.872544,5.219539,11.284273,6.299771,5.563172,5.03089,9.63617,5.938973,6.723933,7.543531,8.766406,8.240434,9.262535,9.013068,9.571356,8.591606,11.66873,5.553425,3.627959,7.27549,8.740633,6.799831,4.529664,7.461006,11.011598,5.52454,4.032515,12.035475,6.529282,4.021215,6.194046,7.017906,3.709248,9.19026,4.919146,7.531077,4.85237,4.080226,3.554107,6.150749,4.995743,6.053461,6.491277,5.145296,7.652918,11.105613,8.385653,9.730292,7.442837,8.000061,8.73701,5.832295,6.760116,7.808373,8.449288,3.713673,5.652827,5.630679,8.335562,4.609738,6.694095,6.595114,7.382714,5.287758,8.932309,6.987032,4.523335,4.153936,4.990738,5.140191,4.549659,6.360097,6.628724,11.922792,11.044506,10.705678,10.244445,5.502702,9.143534,8.514028,4.968787,8.582975,7.995267,4.510824,9.681912,7.948119,6.066642,9.160008,5.226359,6.957807
GSM1045198,7.406284,10.13944,11.818772,9.669911,9.592635,7.718343,6.809605,10.161942,5.005165,4.473256,9.958314,5.934851,8.173394,4.707182,5.160983,4.500409,6.205642,5.454353,8.768416,10.030234,6.258295,9.855107,4.599361,8.319052,5.457656,7.123856,3.549253,6.365011,8.376664,11.627664,9.433381,10.50245,10.392362,6.528938,5.00126,6.455086,9.83228,5.19571,4.618514,5.250641,10.273627,7.413278,5.521602,14.057593,7.542325,8.186161,6.937369,6.431192,9.081514,9.97981,8.492432,5.476271,7.522359,5.299183,3.415189,5.926696,2.526436,9.581694,8.477297,7.904645,9.618517,8.614926,8.599132,4.327128,8.285914,6.516258,7.246364,6.275707,6.622989,7.401773,7.685169,8.841381,8.03779,10.497185,7.896213,6.682948,9.140345,6.313555,6.284739,3.653713,5.204837,10.521442,10.659363,6.887849,9.175199,4.01487,9.257493,6.77403,7.576935,5.552478,7.936134,6.717089,6.841979,10.777173,6.933244,13.392232,7.408043,5.911301,7.162439,10.740607,8.795459,8.325801,11.914548,5.854368,12.785019,3.92389,10.359408,8.24409,3.26198,6.54712,6.713571,6.736755,5.275108,8.073204,10.026411,5.330946,4.85892,6.231774,8.079659,3.994946,3.586931,5.814366,9.725398,9.128878,5.789388,6.632871,8.522565,7.058501,8.790455,6.230201,8.213881,3.005784,3.802479,4.196075,3.246862,3.726477,6.637379,7.701277,7.283678,5.582941,12.602201,12.695425,9.886088,4.579783,4.615524,6.29621,4.922232,8.225787,10.102207,5.532601,5.482239,5.013701,9.023241,6.076575,9.105255,9.024395,3.844124,6.87363,4.197642,6.477922,8.154795,9.900856,9.10886,5.530577,8.153276,3.613817,8.922171,10.340963,8.087281,9.380726,5.854368,7.779658,4.450236,9.398855,5.844326,10.796438,5.7625,5.614719,5.249899,9.614181,6.341972,7.788741,8.12604,8.775584,8.156412,9.266643,9.166914,9.363879,8.646268,11.361553,6.208832,3.821674,7.19821,9.74504,6.303036,4.496485,8.180562,10.508198,6.078029,4.110563,12.048516,7.118244,4.548723,6.114196,6.292204,4.252836,8.773177,5.492641,7.644045,5.411356,5.85836,3.748064,5.98559,4.440789,6.048497,6.34305,4.374039,6.605568,11.181999,8.851144,9.979248,6.546211,7.52137,8.889612,6.274856,8.157142,7.713021,8.542098,3.593176,5.610573,5.098747,8.377161,4.220433,7.080777,7.460793,7.477012,5.025007,8.753638,7.548524,4.675975,4.823802,4.897106,5.012269,3.110798,6.227157,6.701054,11.198837,10.649893,9.963893,10.470864,6.282522,8.938435,8.065504,4.345507,8.479814,8.432922,4.119998,9.69353,9.469821,4.275311,9.08693,5.219603,6.870846
GSM1045199,7.274613,9.637897,11.98918,10.142291,8.956805,8.380673,5.987962,9.270774,5.023128,4.902005,12.010678,5.593941,7.732983,5.521076,6.22121,4.236709,3.710107,5.670996,7.527139,10.11733,6.307748,7.691398,6.607113,8.534719,5.217686,7.082806,3.772,6.303227,8.487665,11.76415,6.062058,6.121096,8.133428,5.166238,5.31663,7.592416,9.001301,4.050842,3.613833,8.023748,10.12673,8.125068,5.221681,14.282743,9.665043,5.156654,6.178148,6.710196,8.012186,9.708551,8.464763,5.012884,7.107148,6.832421,3.696095,4.689832,2.488133,9.459199,9.728671,5.625139,9.572108,8.425805,9.248019,4.079789,8.761795,6.51562,7.262682,5.377399,6.291987,6.827136,8.061094,8.160569,7.541989,10.66949,8.131316,7.416743,9.340245,5.911158,5.924626,2.90339,5.004818,8.176872,10.768651,6.636818,8.636849,4.264956,9.61843,7.373309,5.506538,7.582108,9.042081,6.740644,7.230095,11.218138,8.069373,12.974507,7.712827,6.354416,5.693308,11.272908,7.592581,8.029193,11.766507,5.344373,12.213619,3.571784,11.117565,8.572149,3.054572,4.332476,7.076238,9.920689,6.846684,7.054785,7.936778,6.556135,4.886803,5.512795,6.2452,4.737441,3.427743,5.051359,10.168615,6.349151,5.291608,5.504767,9.248631,6.77492,8.967372,6.322479,8.308473,2.579616,3.348079,4.170095,2.881716,3.45055,6.223672,7.407245,7.022915,5.054064,12.064526,12.096879,8.804951,4.347007,4.202696,5.517509,4.75209,7.14925,10.461839,5.953911,4.864019,6.255979,8.66591,4.013934,8.539874,9.412757,3.380308,6.271048,3.824834,5.340276,7.098933,8.820709,9.845471,5.119363,6.997804,3.037366,9.012992,10.781206,8.609682,9.653163,5.961051,7.577716,4.658736,9.338353,6.574221,11.185641,6.421506,6.217706,5.448067,10.144219,6.04651,7.18169,6.429367,9.007853,8.05817,9.035749,9.420544,10.118807,7.768679,11.908653,5.311664,3.844436,7.164142,8.178628,5.657547,4.433931,6.946154,10.104382,5.292309,3.338036,11.920658,6.173904,3.753667,6.210981,7.202888,3.789842,9.794185,6.895394,7.584671,5.05211,4.798164,3.257064,6.49177,5.883866,6.17427,6.211129,4.253967,6.700711,11.682905,7.389414,10.405698,5.956034,7.040171,8.774708,6.47871,7.163443,7.751388,8.598354,3.459475,5.490359,5.058559,8.994576,5.268427,6.121424,7.614173,7.607903,5.153704,9.228784,7.28598,4.41021,4.115884,5.189488,4.266804,5.82,6.422157,6.475435,10.076978,10.634106,10.733694,11.701425,5.703441,9.443376,9.427555,4.639634,9.165155,7.142977,3.984913,10.095138,7.554452,4.230382,9.726104,6.374984,9.298444
