"","gene_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"5445","ERBB3",-1.3383715240787,5.35103137916862,-10.2638431015906,3.46209576270115e-18,1.7640396174422e-16,30.7468309037359
"15223","QKI",1.04077216264274,5.55849467183799,10.256268107013,3.61083795040613e-18,1.83550929145645e-16,30.7051855141906
"788","ANKRD10-IT1",-1.37307095324243,7.68146389925584,-10.2556734833992,3.62278069538767e-18,1.83726735266089e-16,30.701916508952
"13267","NUBPL",1.32425227162156,4.40330225032773,10.2539708988002,3.65719504008206e-18,1.85038688301348e-16,30.6925564406798
"5333","EMX2",1.51065962562301,3.39892248424166,10.2425232604371,3.89722156332102e-18,1.967233868385e-16,30.6296249441952
"8379","KANK3",1.59041997185345,5.23118896996262,10.2368442991853,4.02207126905512e-18,2.02553379840438e-16,30.5984075121497
"6264","FMO2",2.94940237264364,6.52484733200883,10.2361346391091,4.03795112529621e-18,2.0288127985682e-16,30.5945065687632
"2973","CD36",3.8048726458786,5.56197138970425,10.2217764433121,4.37303940054464e-18,2.18702467018001e-16,30.5155846389296
"4974","DSEL",1.026104753907,3.04917599430058,10.2170180724115,4.49010777003007e-18,2.23928851683711e-16,30.4894312109724
"2520","CALB2",2.8617870230163,5.18237312892648,10.2166927700404,4.49822445081572e-18,2.23928851683711e-16,30.487643282368
"5243","EIF4E3",1.56159807704073,4.93518216935307,10.2147708761291,4.54647797089547e-18,2.25811881788398e-16,30.4770802386304
"13618","OVOL2",-1.30446697909949,6.04951489749847,-10.2026178938472,4.86380912224634e-18,2.41020106503992e-16,30.4102886369584
"4699","DLC1",1.17689685978792,4.67433991799808,10.189906452461,5.21941921359323e-18,2.58051422535072e-16,30.3404337538257
"14291","PLA2G2A",1.93389609374986,5.50882202136033,10.1853980725431,5.35168749741394e-18,2.63388165355679e-16,30.3156597353224
"3934","CRYAB",3.65013078910975,7.52183320907487,10.1638521628793,6.0315419489872e-18,2.95504617432846e-16,30.1972736515114
"8395","KATNAL1",1.14696411175345,5.02907326027244,10.1490187594221,6.54909098811464e-18,3.1941568771987e-16,30.1157808089302
"3402","CHTF18",-1.74534476494163,6.37299828399789,-10.133122090311,7.1530733924565e-18,3.48089447895833e-16,30.0284564743455
"5653","FAM110A",-1.65676318454334,6.09972097526987,-10.1221434809823,7.60237464279252e-18,3.69124266568771e-16,29.9681543893383
"3064","CDH1",-2.20178325512807,6.4953305867788,-10.0981478472396,8.68496085310875e-18,4.18870439363185e-16,29.8363716899346
"3926","CRTAP",1.53187698446931,6.7287502031686,10.0830184478115,9.44534738888744e-18,4.53523276510771e-16,29.7532947390767
"4990","DTL",-2.08008754050656,5.72956608450843,-10.0753559468353,9.85546477572828e-18,4.71126025868423e-16,29.7112231066058
"17151","SEL1L2",2.17502382257761,3.41403092429747,10.0734816472434,9.95846027591559e-18,4.75001007213551e-16,29.7009325019026
"1025","ARF1",-1.10174039407326,6.65996840799276,-10.0677200360392,1.02818489745009e-17,4.89348218775422e-16,29.6693000990584
"1920","C10orf10",2.28522541979763,6.49041865542193,10.0640687716321,1.04921955373078e-17,4.98264242018422e-16,29.6492547045738
"19335","TMEM135",1.19580828660261,4.79953941606316,10.0578390356286,1.0861054821748e-17,5.12409895784212e-16,29.615054941696
"19339","TMEM140",1.8976590071132,6.48756371298724,10.0470844255759,1.15285617219718e-17,5.41542308219736e-16,29.5560189141825
"5945","FBLN5",2.26936606746265,5.79138969760069,10.0258689848034,1.296784096876e-17,6.05212491764004e-16,29.4395754220379
"19320","TMEM125",-2.36592969025829,6.79841562426496,-10.0233271745027,1.31518998456436e-17,6.12248184236309e-16,29.4256258273425
"18438","ST14",-1.4005967529263,5.99261813291334,-10.0230087639501,1.31751398685809e-17,6.12248184236309e-16,29.4238783945964
"9144","LIG1",-1.08217519569517,6.2548946810511,-10.010121636341,1.41509699800367e-17,6.56186841365514e-16,29.3531581292993
"8127","INMT",1.24975557705667,4.52308225439045,10.0074377773528,1.43631036380014e-17,6.64600447181454e-16,29.3384310217113
"9013","LARP6",1.82283528494478,5.64334403870217,9.99948660154461,1.50103909685001e-17,6.93070397490127e-16,29.2948027064171
"6690","GGTA1P",2.33225609908835,6.27052718280168,9.99691822728067,1.52256384523301e-17,7.00844981527175e-16,29.2807106351194
"818","ANKRD33B",1.51391507767408,5.16189759413088,9.99670673503106,1.52434997136596e-17,7.00844981527175e-16,29.2795502409951
"17076","SCRN2",1.00216992007047,6.1196453244837,9.97762703904373,1.69440055005274e-17,7.75734543581229e-16,29.1748749193987
"4648","DIAPH2",1.21346970341548,4.52934540763412,9.96938827234242,1.77356630594969e-17,8.10265366146425e-16,29.1296809645862
"9123","LHFP",2.03966525537379,6.03911238054541,9.96813714479758,1.78590713457666e-17,8.14185663142264e-16,29.1228181778129
"12566","MYO1C",1.09264909166439,7.88117443369736,9.95945066842267,1.87398543896613e-17,8.52545266403604e-16,29.0751726338599
"7273","HADH",2.09125173736975,7.88546278784368,9.95300602330293,1.94212305927173e-17,8.81691296614871e-16,29.0398261199928
"855","ANO3",2.0961532782145,3.24952236306489,9.9513559462106,1.95996313487044e-17,8.8792890555689e-16,29.0307764011791
"19155","THSD7B",1.07383390740273,3.69486950286626,9.94041391962109,2.08247658016351e-17,9.4146201134532e-16,28.9707693342251
"3129","CDKN2B",1.40218119962288,4.32976414914575,9.93326311630518,2.1666430036655e-17,9.75439797180385e-16,28.9315571070593
"20501","VEGFB",1.85647687645356,5.78066361680566,9.9321907782526,2.17955419717819e-17,9.79216724894061e-16,28.925677057099
"3355","CHP1",1.20085182888312,5.88165429914312,9.93175531823925,2.18481913999721e-17,9.79549864940777e-16,28.9232892766982
"21488","ZNF692",-1.52570671158546,6.76649275019796,-9.92859739822577,2.22338192418219e-17,9.9272856841578e-16,28.9059735949766
"214","ACADS",1.05951180494227,5.86855991555287,9.91999490666112,2.33191278970547e-17,1.03853456900469e-15,28.8588066630165
"3027","CDC20",-2.89098132037375,7.26166961786456,-9.91971251624,2.33556377328693e-17,1.03853456900469e-15,28.8572584016163
"13592","OSTM1",1.24087859637546,4.14615605796556,9.85880233850974,3.27265451702537e-17,1.44631292992213e-15,28.5234098148781
"17965","SMIM3",1.88852191979289,6.14721463580844,9.85063931304363,3.42395921706563e-17,1.51009851009279e-15,28.4786843461183
"19059","TF",1.97845021291887,5.01638874729,9.84648088943794,3.50370187559701e-17,1.54212731943198e-15,28.4559017127212
"6717","GINS1",-2.52631761060013,6.32306540581451,-9.83727541203538,3.68688412026055e-17,1.61691594728133e-15,28.405471557867
"8265","ITGA1",1.49589893449646,4.47943624458599,9.83719358794307,3.68855450453464e-17,1.61691594728133e-15,28.4050233253189
"19696","TPD52",-2.49117361194494,6.8471823756543,-9.8202746061839,4.0506864328814e-17,1.76850029645256e-15,28.3123496996022
"5427","EPPK1",-2.19642116090173,6.55261987958285,-9.81736097039109,4.11653854474728e-17,1.79363465163989e-15,28.2963920141913
"13149","NPY5R",1.73066356809424,3.56787729429943,9.80935445811282,4.30305156672646e-17,1.86365163354923e-15,28.2525438198013
"4321","CYP46A1",1.05400334960444,4.28798417556369,9.79901951415387,4.5563306984564e-17,1.9694080094825e-15,28.195949613258
"15425","RASGRF2",1.12645429880579,5.18691983158554,9.78388850562146,4.95422776631762e-17,2.12864687062714e-15,28.1131040530393
"13643","P2RY14",2.97537141008556,4.52827168443547,9.77487169541986,5.2076434208738e-17,2.23309937186182e-15,28.0637418721717
"6253","FLVCR1",-1.75033351713969,5.88827219291531,-9.7722204308158,5.28458904907551e-17,2.26161612367056e-15,28.0492286029036
"5159","EFNA1",-2.20723446804964,8.74422473199926,-9.74964435014321,5.98750406636818e-17,2.55235040466935e-15,27.9256632260809
"18736","SYTL1",-2.28994509673675,6.54664284399507,-9.73538246936021,6.47888860991457e-17,2.75639160800982e-15,27.8476208535707
"20178","UBA2",1.05970334774689,7.18038767975588,9.73320359043948,6.5574254326196e-17,2.78433426947799e-15,27.8356989940711
"14782","PRELP",1.70579884744805,6.23682792924468,9.7293535806871,6.69852734735341e-17,2.8382414685512e-15,27.8146342131221
"13819","PCDH18",1.84350313636849,6.02216942303813,9.72902804162633,6.71059631446877e-17,2.8382414685512e-15,27.8128531173649
"1868","BST1",1.14158437675673,4.26887349429001,9.72602797255078,6.82284686587317e-17,2.88009257076966e-15,27.7964394105361
"5882","FAM84B",-1.29005990858205,6.64424869577983,-9.72220593199794,6.9685707741773e-17,2.93062926748065e-15,27.775529473409
"16551","RP13-270P17.3",1.33457556707946,4.71202840074804,9.72217836024631,6.9696332152045e-17,2.93062926748065e-15,27.7753786351106
"21051","ZFPM2",2.1731564689838,5.0146951808386,9.72050548705614,7.03439855362882e-17,2.9521298581169e-15,27.7662268505472
"20751","WNT11",1.62436310139317,5.33026822788228,9.71409528364303,7.2881788717587e-17,3.05271786204903e-15,27.7311602931887
"4155","CTNNAL1",2.05122830165868,6.11185180702234,9.70755034221244,7.55672268245437e-17,3.15908937622682e-15,27.6953595082769
"4049","CTB-31O20.2",-1.73223520722484,6.13030652990961,-9.70506345643244,7.66133091170414e-17,3.19414040240972e-15,27.6817570179492
"9675","LLGL2",-1.37582824145416,4.98854083865641,-9.70485730604942,7.67006700186125e-17,3.19414040240972e-15,27.6806294583762
"6698","GHR",4.21692326973852,5.70348840833506,9.7044278297634,7.68829897685134e-17,3.19558760736499e-15,27.6782804053004
"17565","SLC20A1",-1.70771639075305,6.75196313726575,-9.7005327480548,7.85563911458131e-17,3.25888630318503e-15,27.6569765322929
"774","ANKDD1A",1.03592813934355,4.35413356220564,9.68972779448486,8.33911149921534e-17,3.4462492273952e-15,27.5978850193174
"3338","CHL1",1.44513960983248,3.2452268197887,9.67272333111748,9.16081473934389e-17,3.77143428099795e-15,27.5049051127765
"4202","CUTC",1.81129933978478,5.75141578594819,9.66983088143967,9.30841644618003e-17,3.82492899700244e-15,27.4890912830192
"12376","MSRB3",1.29483167237863,5.07282265013926,9.66754259822625,9.42686706008345e-17,3.86626526867627e-15,27.4765810148144
"5098","ECHDC1",2.06589442673383,6.61326700474746,9.66313543705058,9.65925384497804e-17,3.94662532099999e-15,27.4524876691305
"12765","NDN",2.42711860953279,7.67565458325885,9.66131704561084,9.75679439802377e-17,3.97149215581212e-15,27.4425471708878
"3362","CHRDL1",4.61011501048675,6.14154985421209,9.65769911747436,9.95379705191142e-17,4.03316436786071e-15,27.4227699407615
"20512","VGLL4",-1.16377921769148,8.56837449193617,-9.65751044375987,9.96417888157691e-17,4.03316436786071e-15,27.4217385903699
"7457","HIGD1B",1.23441824317853,5.12406766146216,9.64622885111428,1.06049972912798e-16,4.26069047017928e-15,27.3600744214928
"3289","CGN",-2.16913937046357,6.16855211032333,-9.6391421825929,1.10283991080437e-16,4.42259227193864e-15,27.32134397959
"21646","ZWINT",-2.45230562021629,7.8022045915129,-9.6066842146031,1.3193660466318e-16,5.26167067031521e-15,27.1439995043241
"11336","LRRC1",-1.28409337802136,5.02309849216669,-9.59302393069085,1.4227261789976e-16,5.66344400849137e-15,27.0693853966284
"11708","MARVELD3",-1.48905319877054,5.8517900047321,-9.57575265320105,1.5650499869208e-16,6.2071716972106e-15,26.9750676676346
"16811","RRM2",-3.34786938324407,7.53363242012963,-9.55226865876165,1.78162081079214e-16,7.02750430923567e-15,26.8468590581375
"12498","MXRA7",1.36727664680046,6.07984473519483,9.54518954406272,1.85259024258153e-16,7.29415303692784e-15,26.8082196795501
"15212","PYGL",2.83136817263448,6.83372887673936,9.54077853179077,1.89823052754015e-16,7.44677211483369e-15,26.7841453756842
"5617","F8",1.77015980055,6.10070138377044,9.51967468689677,2.13259877153869e-16,8.35107168131472e-15,26.6689866078808
"5530","ETFDH",1.82451786942809,4.87687820402962,9.51853276279551,2.14607331818625e-16,8.37355273969787e-15,26.662756402955
"15512","RBMS3",1.28766411686495,4.35050052583954,9.49869683253632,2.39416192186154e-16,9.32474396005605e-15,26.5545506009649
"2659","CAV1",3.32456903701218,7.84441436924156,9.49192558312869,2.4852404690822e-16,9.64478178458334e-15,26.5176204583213
"2704","CCDC107",1.39452145363568,6.86866379210556,9.48637819071436,2.56242683479732e-16,9.90881305491712e-15,26.4873679785764
"15159","PTRF",1.20210320766628,6.20453427831652,9.47218093530792,2.77103347187646e-16,1.06963867795873e-14,26.4099553594683
"5398","EPDR1",2.49831784870597,4.56511147055185,9.46846981620417,2.82830106781499e-16,1.08980177266074e-14,26.3897226908701
"1537","BAIAP2L1",-1.99555995837119,6.02484143831166,-9.46581848011049,2.86993632649366e-16,1.10388048224192e-14,26.3752685612091
"15408","RARRES2",2.8442178484531,8.70559042953314,9.44417197476628,3.23355095258274e-16,1.23933709518901e-14,26.2572816852292
"2955","CD24",-3.25802105536571,9.42952894315653,-9.44017837478035,3.30549137880384e-16,1.26467165738511e-14,26.2355184198441
"2159","C1orf123",1.1491562980163,7.90255906116615,9.43152672478639,3.46686379142986e-16,1.32174182048263e-14,26.1883756146986
"15647","RGN",1.41249787191791,4.95939873701453,9.42530173026623,3.5878122190709e-16,1.36544944822461e-14,26.1544596179304
"11661","MAPK13",-1.94881040489471,6.87317516642024,-9.41757380595313,3.74383281824975e-16,1.42232806454734e-14,26.112359775489
"6651","GDPD5",1.57990078667288,6.74809047881172,9.41618171923896,3.77264879981115e-16,1.43076549491962e-14,26.1047765775195
"17300","SFN",-2.37273521128698,8.68483869698832,-9.41180178542315,3.86476356266204e-16,1.46313732429102e-14,26.0809185990897
"14207","PIK3CA",1.07532977013909,4.34990911926036,9.41012774365046,3.9005600334109e-16,1.47411217318522e-14,26.0718003520779
"19333","TMEM133",1.68896046024211,3.99418458255873,9.40962202384387,3.91143886902225e-16,1.4756482353428e-14,26.0690458225037
"18565","STRADB",1.53693158196954,7.16916943471967,9.39606116446035,4.21471371964813e-16,1.58179593759064e-14,25.9951915659692
"474","AFAP1L1",1.00135824546993,4.27181363722562,9.38596278334712,4.45568736867219e-16,1.66934100291689e-14,25.9402049671984
"14946","PRRT3-AS1",1.67384938813373,5.41906507909652,9.37968806740577,4.61229001748148e-16,1.72502833037239e-14,25.9060431376799
"7636","HOXA10",1.7807282164403,5.52757490184878,9.34560640293247,5.56385771519735e-16,2.06664389061061e-14,25.7205521299996
"15639","RGCC",1.66789138724616,5.21700996923015,9.3232492747488,6.29200835618039e-16,2.32911864877071e-14,25.598930181022
"18701","SYNE4",-2.33396043729788,6.95097145882401,-9.32207799154333,6.33267332690517e-16,2.34017134631624e-14,25.5925597232513
"11762","MCAM",2.35104895461237,7.00353383213427,9.31669854572655,6.5228303321618e-16,2.40633544877281e-14,25.5633032616116
"8866","KRT19",-2.36528409666498,7.0624915640848,-9.31484916346358,6.58951038658043e-16,2.42680012621427e-14,25.5532459038823
"9845","LOC100190986",-1.83102128904472,7.06484611208453,-9.30239383295702,7.05664237753724e-16,2.58564451244618e-14,25.4855193989488
"21034","ZFP36",1.77364954568471,7.62965012817317,9.30102643326368,7.10989654093845e-16,2.60075691881794e-14,25.4780849858722
"661","ALDH6A1",1.59114764902663,5.22146718535774,9.29968489884418,7.16253277213512e-16,2.61233608027996e-14,25.470791372118
"915","AP1M2",-2.22964893364917,7.12092918617485,-9.29960504114747,7.16567828070328e-16,2.61233608027996e-14,25.4703572095984
"766","ANGPTL4",1.59747059184837,6.1491733394169,9.29705546000702,7.26683077874726e-16,2.64476000863482e-14,25.4564962147381
"5854","FAM69A",1.45298769148056,4.98940689918841,9.2833939316846,7.83359338466286e-16,2.83673017968017e-14,25.3822348303546
"4788","DNAJB4",1.21682404144687,4.74080425864605,9.27983126583117,7.98850430321409e-16,2.88318434476835e-14,25.3628718215671
"15418","RASD1",2.31073634404654,8.53042945866318,9.26554027207149,8.64121100879911e-16,3.10324086891451e-14,25.2852129233432
"15056","PSRC1",-1.68723728616264,6.00932074724356,-9.26099234291075,8.85987816108036e-16,3.17650101950654e-14,25.2605031185483
"11876","MEOX2",1.51565377705848,3.18807188441234,9.25587859837795,9.11234554698579e-16,3.25623503003263e-14,25.232721541151
"13311","NUP210",-1.06436948305293,5.61256566393203,-9.25162455650745,9.32782531335272e-16,3.32227067698443e-14,25.2096124479755
"16141","RP11-2E11.9",1.59866815166027,4.91436911837507,9.25014657024803,9.40387268340504e-16,3.33837480260879e-14,25.2015840479154
"18928","TCEAL7",1.73392938107279,3.3741926039552,9.24242655388141,9.81125522798019e-16,3.4772951221262e-14,25.159652533325
"16925","S1PR1",1.31080441115153,4.51835265292656,9.2249374912897,1.08004015168141e-15,3.82161266089231e-14,25.064682023215
"5934","FAT4",1.31994085533888,3.82173653507119,9.22146242101862,1.10084776167318e-15,3.88888389543763e-14,25.0458150599894
"11924","MFAP4",1.88656747712751,5.6982772412257,9.21319963356702,1.15194154183141e-15,4.056145380221e-14,25.0009593512138
"5607","F13A1",2.59268776385651,6.53456646840243,9.20465846223645,1.20724255343744e-15,4.243967125761e-14,24.9545996563308
"14666","PPP1R14A",3.08599719181081,5.45861933308914,9.19195366981332,1.29443469082196e-15,4.52112632737897e-14,24.8856544448289
"9841","LOC100134445",-1.34443399660211,6.3396022636091,-9.18690141878132,1.33082768700597e-15,4.63329156947176e-14,24.8582419467841
"20811","XPO1",-1.3073955385798,8.02615873215998,-9.18123129475837,1.37288738018293e-15,4.75678019485781e-14,24.827480127392
"5631","FADS3",1.80841092780364,6.54196853296877,9.168175889151,1.47483550645298e-15,5.10184710738646e-14,24.7566640054676
"14911","PRR11",-1.18400396180638,9.34905053627197,-9.16372064380584,1.51132546467324e-15,5.21465875158395e-14,24.7325015903014
"386","ADCK3",1.02848437722677,5.63728611004046,9.16360758392104,1.51226307827048e-15,5.21465875158395e-14,24.7318884524652
"411","ADH5",1.69887494272617,7.93136106074808,9.16287895265081,1.51831959362705e-15,5.22721952305147e-14,24.7279370264637
"19918","TRPS1",-2.26719247114601,8.11905187265256,-9.15929951708448,1.54842546656185e-15,5.30806656577134e-14,24.7085262679503
"2972","CD34",1.05292037589698,5.7382789531292,9.13720043039968,1.74792922215714e-15,5.9700142464486e-14,24.588716071248
"1742","BIN1",1.61869409192805,6.35513409108508,9.13692029717424,1.75061604548366e-15,5.9700142464486e-14,24.5871976616903
"11984","MGLL",2.67015052281764,7.95078695954407,9.13610442629892,1.75846472995319e-15,5.98735121495856e-14,24.5827754344853
"5387","EPB41L2",1.44564134672585,5.46036538893236,9.13540416947388,1.76522917029437e-15,6.00094783088297e-14,24.5789799214404
"16260","RP11-410L14.2",1.83579721587476,5.59528463308612,9.12954803868205,1.82282400951172e-15,6.18703039592106e-14,24.5472407329396
"18501","STAT5A",1.47172447378656,6.89993982202548,9.11737800603195,1.94857565846174e-15,6.60350639812035e-14,24.481293097014
"5441","ERAP1",1.05967811850722,4.90283200881942,9.11280039896205,1.99808183912882e-15,6.7606972228648e-14,24.4564918478807
"14403","PLSCR4",2.52096748843398,6.73745405671989,9.10895466717497,2.0406404773703e-15,6.893926604907e-14,24.4356576193111
"6965","GPR124",1.34721601453366,6.20341842290068,9.10725110397144,2.05978049229484e-15,6.94774868545868e-14,24.4264290897653
"18085","SNX21",1.35775853969329,5.96970622518464,9.10596934380861,2.07429929046322e-15,6.98583998988819e-14,24.4194857566907
"7687","HPGDS",1.57169552007185,3.92097014396542,9.08976921521888,2.26683602866655e-15,7.61059444973242e-14,24.3317446576547
"20467","VAMP3",1.35909206476769,6.88075270987823,9.07342931908416,2.47907472823782e-15,8.29742863060125e-14,24.2432758531801
"9057","LDB2",1.01587193195992,4.285549782994,9.06663932552299,2.57299071950221e-15,8.59847438747229e-14,24.2065216402292
"15254","RAB15",-1.48423758958503,6.76289073504709,-9.0340671361177,3.07521505364654e-15,1.02294595985739e-13,24.0302806095591
"19766","TRAPPC10",-1.13728757296191,5.1315785823189,-9.02639580977529,3.20705410738565e-15,1.06516497999135e-13,23.9887902788328
"12575","MYO5B",-1.04542108245002,5.27843834903785,-9.02437684547831,3.24267837441543e-15,1.07534762937161e-13,23.9778718426822
"4847","DNMT1",-1.55433807056864,7.43029241841409,-9.00074929705987,3.69007373194929e-15,1.21626402839212e-13,23.8501305108399
"5010","DUSP1",1.07117319628186,6.68460937311558,8.99016139847984,3.91002805512276e-15,1.28485064542767e-13,23.7929085859847
"19807","TRIM11",-1.15648801077987,5.46318081944714,-8.98813046036671,3.95368870849777e-15,1.29722922700787e-13,23.7819339566207
"20301","UGP2",1.38031147547628,7.27284740618307,8.98516393693575,4.01833675863557e-15,1.31644602886919e-13,23.7659045552588
"7245","GYS2",1.10709639996286,2.69429710249338,8.97757610201072,4.18852732510846e-15,1.36806273341212e-13,23.7249089498524
"14138","PHLDA3",1.0286765172337,6.58627820013926,8.96528437919519,4.479592452324e-15,1.46092732763669e-13,23.6585136456875
"5265","ELF3",-1.95253544353535,6.43179444579785,-8.96224838182973,4.55453460407024e-15,1.4831345391149e-13,23.6421170943028
"12238","MRC1",2.84040970971682,5.85945485941254,8.95334862377728,4.78149533271759e-15,1.55004912320358e-13,23.5940584185185
"1867","BSPRY",-2.41047275211208,6.69261961444361,-8.95073005523734,4.85039432831596e-15,1.56747224551605e-13,23.5799199667294
"8631","KIAA1522",-1.4499257246115,7.67891669039634,-8.91076610077392,6.0333907702095e-15,1.93847295443452e-13,23.3642457764733
"5436","EPT1",-1.00819079297172,5.59455787009497,-8.9027553254273,6.30306064851131e-15,2.01912393999279e-13,23.3210374834075
"2367","C6orf57",1.71897296863222,6.06184407162248,8.87679904517875,7.26206749797827e-15,2.31605407464977e-13,23.1810902146748
"11585","MAMDC2",2.89494690741312,4.27718083382457,8.87431425019643,7.36116800285167e-15,2.34327072028806e-13,23.1676975012754
"17024","SCD",2.14486731578961,7.15634831265009,8.87225971973896,7.44412486536803e-15,2.36367337184083e-13,23.1566244458691
"16804","RRAGD",2.12264339907758,5.41848768496594,8.86651749324133,7.68095295835164e-15,2.43174029697522e-13,23.125679095595
"4931","DQ570096",1.12455287531903,5.72132911817854,8.86267229782412,7.84372161851503e-15,2.47603194823532e-13,23.10495934938
"5601","EZR",-1.47460671863413,6.81440895678667,-8.85768253414419,8.06007222087446e-15,2.54062392930184e-13,23.0780749315337
"10385","LOC101928000",1.16246146573215,5.85215589157243,8.85413579859019,8.21745879964299e-15,2.58646904514926e-13,23.0589673584769
"4996","DTX1",1.09745557980664,5.62124403629269,8.85291070603166,8.27253056251307e-15,2.60002393804384e-13,23.0523677068678
"13425","OMD",1.66530622442391,3.77411928704288,8.84289724359227,8.73666984561356e-15,2.7419215290835e-13,22.9984317688672
"14813","PRKAR2B",3.36891964441193,7.6672496788932,8.83924827092135,8.91217730379109e-15,2.79295513044278e-13,22.9787803612375
"13416","OLFML1",1.73597426473071,5.09384249054484,8.83807819228804,8.96919561669841e-15,2.80676200982087e-13,22.9724793099661
"3942","CRYBG3",1.83768594318745,6.74622012171344,8.83245908703747,9.24811905929036e-15,2.88987039291389e-13,22.9422220421819
"14778","PRDX6",1.34717455908033,10.0883519672488,8.82677053422461,9.53928934800551e-15,2.97069619398538e-13,22.9115949910153
"15248","RAB11FIP3",-1.13784386250759,5.87172538969158,-8.82660434965922,9.54793142929497e-15,2.97069619398538e-13,22.9107003199863
"20844","YDJC",-1.1926677653169,6.39267863652724,-8.8225637219262,9.76047226382636e-15,3.03246810434949e-13,22.8889483084804
"12577","MYO6",-1.67447100913513,7.36236984720577,-8.81770499424684,1.00222941504194e-14,3.10490386019074e-13,22.8627950207252
"4256","CYB561",-1.03580150556998,7.52599277081334,-8.8171949558937,1.00501809852253e-14,3.10909527478647e-13,22.860049793804
"16367","RP11-532F12.5",-2.47701786142971,7.36109937598504,-8.81583715464956,1.01247973325764e-14,3.12325478970004e-13,22.8527417397582
"13897","PCSK5",1.74050193092882,4.62956996995084,8.81468192155226,1.01887160028281e-14,3.13850135193803e-13,22.8465241525059
"14296","PLA2G4A",2.8213987590239,4.0594624842176,8.80662697192264,1.06457034800699e-14,3.27461234177434e-13,22.8031764276347
"17057","SCN4B",1.38482903942945,4.34943333117711,8.80551882368956,1.07101498647992e-14,3.28976305421598e-13,22.7972135939611
"19552","TMTC1",1.59360168346762,4.86961269002506,8.80198221291384,1.09184379395194e-14,3.34899112719961e-13,22.7781845319297
"17643","SLC25A51",1.00812999454141,5.41284701949392,8.80154535399511,1.09444450081344e-14,3.35222003749861e-13,22.7758340866126
"5787","FAM213A",2.08117434909816,8.21122624691271,8.79139834386255,1.15661813725202e-14,3.52272373589207e-13,22.721246928465
"12685","NAT14",-1.60399378821021,6.28779750351411,-8.78938969955297,1.16933650097301e-14,3.55147011620905e-13,22.7104427859139
"17376","SH3KBP1",1.70286147238582,7.02154946666129,8.78871429555245,1.17364424525488e-14,3.55956108277233e-13,22.7068100278293
"2958","CD248",1.4234556379962,7.82396232592615,8.78528377816149,1.19576936683369e-14,3.62159239703268e-13,22.6883594321671
"377","ADAR",-1.20970933129336,10.8445290006113,-8.7812276644875,1.22246570836589e-14,3.6972758260703e-13,22.666546173437
"2796","CCDC50",1.50710979987673,5.48654520204897,8.77971649420204,1.23256290209714e-14,3.7226150132376e-13,22.6584198558807
"20907","ZBTB16",2.70994906222135,4.97398839299474,8.77292109849878,1.2790039380436e-14,3.84144664054566e-13,22.6218814001271
"2495","CACNB3",-1.37724560156257,6.62228792143921,-8.75755573971888,1.39053808699382e-14,4.16488274880376e-13,22.5392856599674
"8561","KGFLP2",1.03812687013641,4.20036900943444,8.74927737508765,1.45459050951601e-14,4.34471137704403e-13,22.4947989658704
"1794","BNIP3L",1.74826353510986,8.09052689030679,8.72911295739373,1.62316966993733e-14,4.82826087946331e-13,22.3864775662706
"16385","RP11-54K16.2",-1.06438874244035,6.45268215183879,-8.72285355862485,1.67935463480802e-14,4.98170200229694e-13,22.3528640223814
"7668","HOXD-AS2",1.54233842637205,5.49559135485537,8.72161211258302,1.69072596696344e-14,5.00857329884997e-13,22.3461979872264
"1780","BMPER",1.38938104354582,2.85575419423297,8.71832954154715,1.72116418517051e-14,5.09177738112942e-13,22.3285730109905
"17608","SLC25A20",1.26413530434168,5.75943618126808,8.71806876179942,1.72360557600024e-14,5.09204348544137e-13,22.3271728808722
"417","ADIPOQ",4.86530289185167,6.65586305300645,8.715260970198,1.75011121889439e-14,5.16330496528039e-13,22.3120984064826
"282","ACSS3",2.45307105323342,5.05656046769223,8.7079001384875,1.82153995147431e-14,5.35943582189895e-13,22.2725847716212
"9384","LINC00667",1.07625932835922,5.14826238909127,8.70733130131687,1.82717920871637e-14,5.3687334823274e-13,22.2695315147189
"8068","IL33",2.05288319663122,3.51397935108106,8.6964371402287,1.93859732133903e-14,5.68839092054155e-13,22.2110653920182
"13798","PC",1.86534557909772,5.98740729763041,8.69456722232113,1.95839049920387e-14,5.73869367527196e-13,22.2010317037759
"18606","SUCLA2",2.31395182662553,7.15692741666066,8.69200821735669,1.98580415659094e-14,5.81116067715901e-13,22.1873012788109
"6395","FSTL1",1.70970395321611,7.37544491166553,8.68402814745991,2.07376883178548e-14,6.04407322373009e-13,22.1444898813053
"619","AKR1C3",3.70903621025233,7.7567887332868,8.68342967090522,2.0805201349546e-14,6.05344276938516e-13,22.141279543096
"5890","FAM92A1",1.01197788482035,4.42036013698651,8.68324795196438,2.08257439999628e-14,6.05344276938516e-13,22.1403047793392
"6704","GID4",1.0813947505463,4.97558317948841,8.67194306670735,2.21442262115872e-14,6.42265405938469e-13,22.0796731317891
"11925","MFAP5",2.88746967946561,5.59103907345552,8.67185127702588,2.21552647534535e-14,6.42265405938469e-13,22.0791809092787
"4622","DHRS3",2.05202880540193,7.34426786639866,8.6661893260006,2.2846862440921e-14,6.6142888523816e-13,22.0488209988711
"13962","PDIA4",-1.34012471663625,7.68470876778883,-8.65002909241934,2.49412721079372e-14,7.20137663329839e-13,21.962193568937
